EU646162 "Quercus falcata"                                  
EU646161 "Quercus falcata"                                  
EU646158 "Quercus falcata"                                  
EU646153 "Quercus falcata"                                  
EU646150 "Quercus falcata"                                  
EU646148 "Quercus falcata"                                  
EU646142 "Quercus velutina"                                  
EU646141 "Quercus falcata"                                  
EU646140 "Quercus falcata"                                  
EU646138 "Quercus michauxii"                                  
EU646137 "Quercus falcata"                                  
EU646136 "Quercus alba"                                  
AY283026 "Quercus suber"                                  
AF174636 "Quercus stellata"                                  
AF174635 "Quercus sinuata"                                  
AF174634 "Quercus fusiformis"                                  
AF174633 "Quercus fusiformis"                                  
AF174632 "Quercus buckleyi"                                  
AF174631 "Quercus buckleyi"                                  
AF176406 "Quercus fusiformis"                                  
AF176380 "Quercus fusiformis"                                  
AF132892 "Quercus rubra"                                  
FP051730 "Quercus robur"                                  
FP068139 "Quercus robur"                                  
FP065187 "Quercus robur"                                  
FP065184 "Quercus robur"                                  
FP065077 "Quercus robur"                                  
FP043318 "Quercus petraea"                                  
FP050025 "Quercus petraea"                                  
FP047133 "Quercus petraea"                                  
FP047049 "Quercus petraea"                                  
FP049821 "Quercus petraea"                                  
FP049739 "Quercus petraea"                                  
FP049658 "Quercus petraea"                                  
FP049655 "Quercus petraea"                                  
FP046293 "Quercus petraea"                                  
FP046258 "Quercus petraea"                                  
FP050291 "Quercus petraea"                                  
FP046721 "Quercus petraea"                                  
FP043011 "Quercus petraea"                                  
FP046128 "Quercus petraea"                                  
FP042127 "Quercus petraea"                                  
FP042702 "Quercus petraea"                                  
FP041848 "Quercus petraea"                                  
FP058697 "Quercus robur"                                  
FP047960 "Quercus petraea"                                  
FP044565 "Quercus petraea"                                  
FP042410 "Quercus petraea"                                  
FP042364 "Quercus petraea"                                  
FP047763 "Quercus petraea"                                  
FP042276 "Quercus petraea"                                  
FP050746 "Quercus petraea"                                  
FP047322 "Quercus petraea"                                  
FP054025 "Quercus robur"                                  
FP053968 "Quercus robur"                                  
FP054094 "Quercus robur"                                  
FP054072 "Quercus robur"                                  
FP054063 "Quercus robur"                                  
FP053897 "Quercus robur"                                  
FP053880 "Quercus robur"                                  
FP073721 "Quercus robur"                                  
FP073702 "Quercus robur"                                  
FP071323 "Quercus robur"                                  
FP073469 "Quercus robur"                                  
FP054784 "Quercus robur"                                  
FP054731 "Quercus robur"                                  
FP070414 "Quercus robur"                                  
FP067480 "Quercus robur"                                  
FP053625 "Quercus robur"                                  
FP053618 "Quercus robur"                                  
FP053513 "Quercus robur"                                  
FP053393 "Quercus robur"                                  
FP053195 "Quercus robur"                                  
FP053180 "Quercus robur"                                  
FP053160 "Quercus robur"                                  
FP073324 "Quercus robur"                                  
FP073319 "Quercus robur"                                  
FP073958 "Quercus robur"                                  
FP073926 "Quercus robur"                                  
FP073803 "Quercus robur"                                  
FP073770 "Quercus robur"                                  
FP071286 "Quercus robur"                                  
